asset_age_years,criticality_score,open_defect_count,highest_defect_severity,active_task_count,highest_task_severity,days_overdue,total_task_duration,risk_label
20,50,0,0,1,25,41,2.27,1
22,25,1,15,1,25,44,7.51,1
20,40,1,25,0,0,18,0.0,1
9,40,0,0,2,5,0,3.09,0
0,25,0,0,0,0,24,0.0,0
27,50,0,0,2,25,0,5.04,1
10,25,2,25,0,0,0,0.0,1
24,50,2,25,1,35,0,4.71,1
6,10,0,0,2,25,35,6.9,1
5,10,0,0,1,25,0,1.35,0
24,50,2,15,1,35,46,7.13,1
29,50,1,15,0,0,19,0.0,1
26,50,1,15,0,0,0,0.0,1
23,50,1,35,0,0,0,0.0,1
7,25,0,0,0,0,30,0.0,0
28,25,1,15,2,35,12,1.53,1
20,10,2,15,1,15,49,1.58,1
5,40,0,0,1,25,53,6.97,1
4,25,3,35,0,0,45,0.0,1
27,50,2,15,0,0,49,0.0,1
8,10,0,0,0,0,46,0.0,0
23,10,0,0,1,25,51,2.43,1
4,25,2,35,0,0,0,0.0,1
8,25,1,25,1,35,0,5.09,1
8,25,0,0,1,25,0,3.98,0
8,40,0,0,2,25,26,7.51,1
20,25,0,0,1,35,0,6.37,1
28,40,0,0,0,0,13,0.0,1
28,50,0,0,2,25,0,3.01,1
22,40,0,0,0,0,58,0.0,1
6,40,2,35,0,0,0,0.0,1
29,25,0,0,2,25,1,6.6,1
16,25,1,25,1,35,0,2.19,1
16,25,1,15,3,15,25,5.12,1
21,50,0,0,0,0,0,0.0,1
23,40,0,0,0,0,0,0.0,0
29,25,5,35,2,25,44,6.14,1
18,40,1,35,0,0,0,0.0,1
18,50,1,25,0,0,48,0.0,1
23,40,2,35,1,35,0,5.77,1
7,40,0,0,0,0,42,0.0,1
9,50,0,0,1,35,0,5.43,1
19,40,2,25,1,35,0,6.72,1
1,40,1,35,0,0,0,0.0,1
9,25,0,0,2,25,0,4.67,0
22,10,1,35,1,25,0,7.46,1
30,50,0,0,0,0,0,0.0,1
16,40,0,0,2,25,30,1.59,1
12,25,1,5,2,5,0,3.17,1
13,40,0,0,1,35,56,6.37,1
21,10,2,35,2,15,0,2.81,1
16,50,0,0,1,25,15,3.82,1
0,25,1,35,2,25,0,6.3,1
16,50,1,35,1,15,0,4.54,1
12,40,0,0,2,15,0,1.91,0
21,25,0,0,0,0,9,0.0,0
27,10,1,15,1,25,38,1.81,1
29,50,0,0,1,5,0,2.76,1
18,25,1,35,1,35,0,2.77,1
11,10,0,0,0,0,0,0.0,0
13,40,2,25,1,35,0,1.53,1
5,25,2,25,3,5,20,6.76,1
29,25,0,0,2,35,0,2.62,1
26,25,0,0,0,0,0,0.0,0
26,50,0,0,0,0,29,0.0,1
10,25,2,35,0,0,0,0.0,1
9,25,0,0,1,25,28,6.52,1
26,25,0,0,1,5,16,7.8,1
16,25,0,0,0,0,60,0.0,1
21,25,1,25,1,25,0,2.99,1
15,10,2,35,1,35,0,7.78,1
13,25,1,25,0,0,23,0.0,1
19,25,1,15,0,0,0,0.0,0
25,50,0,0,1,25,0,1.93,1
10,10,1,35,2,15,41,5.36,1
25,25,1,25,0,0,10,0.0,1
7,50,2,25,0,0,60,0.0,1
12,50,0,0,2,35,60,7.93,1
28,40,1,25,1,35,0,6.56,1
29,25,1,15,1,35,0,2.22,1
28,25,0,0,0,0,5,0.0,0
9,25,1,25,0,0,0,0.0,0
26,10,1,25,2,25,39,2.43,1
29,25,0,0,0,0,36,0.0,1
30,40,0,0,1,35,11,2.47,1
0,25,3,35,1,25,47,7.57,1
23,40,1,35,0,0,46,0.0,1
30,25,1,35,1,15,51,2.34,1
23,25,1,15,1,35,37,4.32,1
7,40,0,0,0,0,0,0.0,0
23,50,1,35,1,25,0,3.12,1
3,25,0,0,3,35,43,3.21,1
14,40,2,5,0,0,0,0.0,1
19,25,1,35,0,0,44,0.0,1
14,10,0,0,1,25,0,3.56,0
21,40,0,0,0,0,47,0.0,1
7,25,1,25,1,25,0,3.09,1
18,25,0,0,1,15,36,5.0,1
19,40,1,35,2,25,45,3.69,1
19,25,2,25,1,35,0,3.81,1
8,10,0,0,0,0,0,0.0,0
9,25,1,15,4,35,0,4.29,1
7,50,0,0,1,25,0,3.17,1
14,40,0,0,0,0,4,0.0,0
18,25,0,0,1,15,0,6.16,0
11,10,0,0,0,0,38,0.0,0
12,40,2,35,1,25,0,4.28,1
8,10,1,25,1,35,0,4.32,1
6,40,0,0,1,25,13,2.07,1
20,40,0,0,2,35,0,0.73,1
25,25,1,35,0,0,25,0.0,1
9,25,1,35,0,0,47,0.0,1
26,10,3,25,1,25,0,6.57,1
17,10,0,0,3,5,7,6.92,0
5,25,3,25,2,25,46,2.31,1
11,50,0,0,0,0,0,0.0,0
0,25,2,25,3,25,16,3.2,1
1,40,1,35,0,0,46,0.0,1
10,40,1,35,1,25,46,3.19,1
14,10,0,0,1,15,0,5.63,0
24,25,3,25,0,0,1,0.0,1
4,25,0,0,0,0,0,0.0,0
26,40,0,0,1,35,15,1.9,1
7,25,3,35,2,25,0,7.84,1
4,40,1,15,1,35,49,0.96,1
21,50,0,0,1,25,21,7.8,1
24,40,2,25,0,0,0,0.0,1
18,50,0,0,1,25,0,1.02,1
3,40,2,35,0,0,27,0.0,1
3,50,1,35,1,25,1,2.88,1
12,50,2,25,0,0,0,0.0,1
13,40,1,25,1,25,42,2.38,1
30,50,0,0,3,25,6,2.45,1
8,50,0,0,1,25,0,7.96,1
5,40,1,15,2,5,0,3.94,1
29,40,0,0,2,35,0,1.4,1
4,40,1,15,2,25,0,7.87,1
0,50,2,25,0,0,0,0.0,1
13,25,0,0,1,15,17,2.32,0
12,50,1,35,1,35,0,1.04,1
19,40,0,0,1,15,29,0.68,1
27,50,3,25,0,0,0,0.0,1
28,25,2,25,1,35,0,3.97,1
8,40,2,35,2,25,47,7.39,1
30,40,0,0,3,15,0,0.63,1
19,50,1,15,0,0,0,0.0,1
2,50,0,0,3,5,0,5.94,0
29,40,0,0,1,5,30,2.45,1
4,40,1,15,3,5,59,2.14,1
18,25,0,0,1,5,0,5.78,0
24,50,0,0,1,25,0,6.11,1
7,25,0,0,2,25,32,4.69,1
8,40,1,35,0,0,16,0.0,1
14,40,0,0,0,0,0,0.0,0
27,25,1,5,1,25,12,2.02,1
6,25,0,0,1,15,48,0.55,1
20,25,2,25,0,0,28,0.0,1
14,50,2,25,1,5,0,6.03,1
3,40,2,15,1,5,0,5.0,1
22,10,1,15,0,0,0,0.0,0
25,40,2,15,0,0,37,0.0,1
17,25,0,0,0,0,0,0.0,0
5,50,2,25,1,15,23,3.67,1
4,25,0,0,0,0,0,0.0,0
13,25,1,35,1,25,17,2.1,1
15,10,1,25,1,15,0,6.21,1
17,40,0,0,0,0,0,0.0,0
7,40,1,25,0,0,0,0.0,0
15,40,2,25,1,25,36,1.03,1
9,40,1,35,2,35,0,5.32,1
21,25,1,15,1,15,0,5.66,1
24,25,2,35,1,15,18,2.17,1
20,25,1,25,0,0,0,0.0,1
0,50,1,35,2,25,0,4.12,1
30,25,1,25,0,0,0,0.0,1
0,50,0,0,1,25,0,4.4,0
30,25,3,5,0,0,60,0.0,1
0,10,0,0,1,5,0,4.93,0
16,25,1,25,1,35,44,7.26,1
3,10,0,0,1,35,50,4.6,1
2,40,2,15,3,35,0,1.0,1
21,40,0,0,0,0,0,0.0,0
22,25,1,35,1,35,0,3.09,1
3,40,0,0,1,25,0,5.21,0
30,40,0,0,2,25,18,3.0,1
9,50,0,0,2,25,0,6.26,1
9,50,0,0,2,35,2,1.92,1
9,40,1,25,0,0,0,0.0,0
14,50,1,25,0,0,0,0.0,1
5,40,1,15,2,25,0,1.57,1
13,40,1,35,1,25,0,2.23,1
6,40,2,25,1,5,0,7.07,1
1,10,1,35,1,25,0,5.61,1
11,40,2,35,2,25,0,4.4,1
20,50,1,25,1,35,3,2.75,1
23,10,0,0,0,0,0,0.0,0
10,50,1,35,1,15,52,7.39,1
10,50,0,0,2,35,0,7.17,1
24,25,0,0,1,5,0,3.5,0
21,40,1,25,2,25,0,6.15,1
25,50,2,25,1,25,0,7.35,1
28,50,2,15,3,25,0,2.85,1
25,10,2,25,1,25,0,2.97,1
29,25,0,0,0,0,53,0.0,1
12,40,1,25,1,15,41,4.59,1
12,25,1,5,0,0,36,0.0,1
9,25,1,35,0,0,0,0.0,0
7,10,1,5,2,15,0,3.56,0
23,25,0,0,0,0,0,0.0,0
22,40,0,0,1,35,13,6.21,1
24,40,1,25,3,15,46,4.53,1
5,40,1,15,2,35,0,2.09,1
15,40,1,25,1,35,0,3.17,1
6,25,0,0,2,5,31,5.53,1
27,25,2,35,1,35,37,0.9,1
8,10,0,0,0,0,2,0.0,0
4,25,0,0,1,35,0,3.07,0
17,25,1,5,1,35,0,0.62,1
27,25,0,0,3,35,0,6.66,1
28,10,2,25,3,25,0,1.38,1
2,25,0,0,1,35,0,1.08,0
10,40,1,25,2,15,31,6.4,1
4,40,0,0,1,5,42,1.17,1
9,50,0,0,1,35,47,5.63,1
16,40,2,35,0,0,0,0.0,1
8,40,0,0,1,15,0,3.35,0
2,10,1,15,3,25,0,6.66,1
15,40,1,35,0,0,0,0.0,1
1,10,2,25,0,0,9,0.0,0
7,25,0,0,1,25,2,1.87,0
0,25,1,25,0,0,0,0.0,0
2,25,0,0,3,25,0,1.13,0
13,25,0,0,1,35,52,2.21,1
26,40,1,25,0,0,0,0.0,1
24,50,1,25,1,15,0,7.49,1
3,40,1,25,1,15,0,6.72,1
1,40,1,15,2,25,0,2.64,1
10,40,1,25,1,35,19,2.05,1
20,10,0,0,0,0,29,0.0,0
23,40,1,25,1,35,38,1.68,1
25,40,0,0,1,15,30,2.16,1
10,25,1,25,1,35,0,2.04,1
5,25,0,0,3,25,0,7.16,0
0,50,0,0,0,0,0,0.0,0
4,40,0,0,1,35,57,0.65,1
2,40,1,15,0,0,51,0.0,1
26,40,1,25,1,5,0,7.1,1
8,25,0,0,0,0,24,0.0,0
25,40,2,25,2,25,12,0.81,1
17,25,0,0,0,0,59,0.0,1
16,25,0,0,0,0,43,0.0,0
14,40,0,0,1,25,46,6.7,1
25,10,1,25,1,25,28,3.69,1
1,40,0,0,0,0,0,0.0,0
2,25,0,0,0,0,30,0.0,0
13,40,0,0,0,0,0,0.0,0
12,40,2,35,0,0,0,0.0,1
16,40,1,25,2,5,0,1.08,1
22,40,1,25,1,25,0,6.49,1
18,50,1,5,1,25,11,2.42,1
7,40,0,0,2,25,26,7.09,1
10,40,1,35,0,0,0,0.0,1
23,40,0,0,2,25,0,6.14,1
6,25,2,25,1,15,33,7.86,1
15,25,2,25,2,35,0,6.74,1
16,25,2,15,0,0,0,0.0,1
23,25,0,0,1,25,0,2.31,1
22,25,0,0,2,25,0,3.57,1
14,25,1,5,1,35,0,5.72,1
9,40,0,0,2,25,0,2.87,1
11,25,1,35,1,15,0,4.6,1
12,50,0,0,0,0,0,0.0,0
6,25,0,0,1,25,0,2.28,0
19,40,0,0,0,0,8,0.0,0
6,10,1,15,0,0,0,0.0,0
20,40,0,0,2,35,0,5.47,1
23,10,0,0,1,5,0,3.07,0
29,40,0,0,1,25,39,0.91,1
3,25,0,0,1,15,0,7.76,0
23,50,0,0,2,35,37,6.83,1
2,25,1,15,1,25,0,2.78,1
10,40,0,0,1,35,51,1.47,1
5,25,1,15,0,0,0,0.0,0
5,40,0,0,0,0,0,0.0,0
5,40,0,0,0,0,4,0.0,0
1,25,0,0,2,25,0,6.01,0
25,25,0,0,1,5,0,2.16,0
1,10,1,35,0,0,14,0.0,0
12,10,2,35,1,25,26,5.04,1
21,50,0,0,0,0,53,0.0,1
30,25,0,0,1,35,0,6.34,1
26,10,0,0,0,0,0,0.0,0
4,50,1,35,3,15,15,2.54,1
30,10,1,35,5,5,59,2.63,1
20,25,2,35,2,35,0,0.96,1
5,40,2,25,2,25,58,2.9,1
13,50,0,0,0,0,0,0.0,0
28,40,0,0,0,0,6,0.0,0
12,40,0,0,1,5,0,4.98,0
5,50,1,15,0,0,0,0.0,0
27,10,1,25,1,15,0,1.67,1
29,50,0,0,2,25,22,7.65,1
30,50,1,15,0,0,0,0.0,1
29,50,2,35,2,25,0,5.92,1
27,25,1,5,0,0,0,0.0,0
14,10,1,15,3,25,16,2.03,1
5,40,0,0,2,25,30,4.48,1
19,40,3,25,4,35,0,3.44,1
6,40,1,15,1,15,0,3.37,1
14,50,2,5,1,25,0,4.7,1
20,40,0,0,0,0,0,0.0,0
29,25,0,0,1,25,0,1.31,1
8,25,0,0,1,25,0,2.11,0
7,10,0,0,0,0,0,0.0,0
22,25,0,0,0,0,56,0.0,1
0,10,1,15,1,25,23,1.62,0
17,50,0,0,0,0,0,0.0,0
23,40,1,25,1,25,40,1.8,1
17,40,0,0,0,0,0,0.0,0
11,25,2,15,0,0,9,0.0,0
25,40,0,0,0,0,35,0.0,1
11,50,0,0,0,0,0,0.0,0
22,50,3,15,0,0,0,0.0,1
14,40,0,0,3,35,0,5.41,1
0,50,0,0,1,15,22,7.97,1
16,40,2,15,0,0,56,0.0,1
1,40,1,35,1,15,0,5.38,1
28,50,1,15,0,0,0,0.0,1
18,25,1,5,1,25,47,7.89,1
11,25,1,35,0,0,0,0.0,1
15,25,0,0,1,25,13,4.83,1
19,40,3,35,0,0,0,0.0,1
8,40,1,15,0,0,38,0.0,1
8,40,1,15,0,0,0,0.0,0
12,25,1,15,2,15,21,2.62,1
8,25,0,0,0,0,0,0.0,0
23,50,0,0,0,0,0,0.0,0
3,25,0,0,1,35,27,7.04,1
25,50,0,0,0,0,28,0.0,1
10,25,0,0,4,35,0,1.0,1
17,40,1,35,2,25,0,1.27,1
4,40,0,0,1,25,0,7.61,0
11,50,5,15,3,5,0,5.38,1
23,10,2,35,1,25,50,7.47,1
8,50,4,35,0,0,0,0.0,1
4,40,0,0,3,25,18,1.5,1
16,40,2,25,0,0,0,0.0,1
5,40,3,5,1,35,0,6.26,1
9,10,1,35,1,25,0,2.26,1
13,40,1,35,0,0,1,0.0,1
17,25,1,35,1,15,12,3.08,1
19,25,0,0,1,15,0,7.24,0
20,40,2,5,0,0,50,0.0,1
26,40,1,35,2,15,0,3.58,1
2,10,0,0,0,0,0,0.0,0
11,10,0,0,2,35,18,5.53,1
0,25,2,35,0,0,4,0.0,0
0,25,2,35,0,0,0,0.0,1
6,40,1,25,0,0,0,0.0,1
18,25,0,0,0,0,25,0.0,0
27,50,0,0,0,0,53,0.0,1
23,25,1,25,0,0,53,0.0,1
20,10,0,0,0,0,0,0.0,0
24,50,2,25,1,35,0,7.15,1
5,25,0,0,1,35,0,7.03,0
26,25,0,0,3,35,0,0.57,1
27,50,0,0,0,0,0,0.0,0
2,50,2,35,1,5,0,1.69,1
14,40,1,35,0,0,57,0.0,1
25,10,0,0,0,0,0,0.0,0
14,40,0,0,2,35,0,7.39,1
26,50,1,25,2,35,0,4.72,1
29,50,1,15,1,15,0,4.1,1
14,10,1,5,3,25,42,0.99,1
1,25,0,0,0,0,0,0.0,0
10,25,2,25,3,25,0,0.69,1
6,10,1,35,0,0,0,0.0,0
14,40,2,5,0,0,0,0.0,1
18,25,1,25,0,0,0,0.0,1
14,25,0,0,3,35,0,7.65,1
6,10,2,35,0,0,0,0.0,0
9,40,2,25,0,0,50,0.0,1
21,25,0,0,2,15,0,4.05,1
0,25,0,0,1,35,0,6.4,0
6,10,0,0,0,0,0,0.0,0
27,50,0,0,0,0,0,0.0,0
3,10,0,0,0,0,47,0.0,0
12,40,0,0,0,0,0,0.0,0
6,25,0,0,1,35,2,2.15,0
3,10,0,0,2,35,0,2.28,0
13,25,2,15,1,5,26,4.7,1
16,10,1,25,1,15,32,7.07,1
5,10,0,0,1,25,28,2.66,0
2,40,1,25,0,0,50,0.0,1
4,40,0,0,0,0,59,0.0,1
20,10,0,0,2,25,0,2.97,0
26,25,1,15,1,5,33,4.63,1
5,40,0,0,1,35,6,0.8,1
9,25,0,0,1,5,22,3.34,0
10,25,0,0,1,25,12,4.67,1
11,10,1,25,2,35,29,0.54,1
7,25,2,25,0,0,0,0.0,0
1,40,1,25,1,25,0,5.29,1
16,50,0,0,1,35,15,0.88,1
11,50,0,0,2,25,0,5.9,1
10,50,1,25,2,25,5,6.51,1
8,25,1,5,3,15,0,6.79,1
28,10,0,0,0,0,0,0.0,0
18,25,1,15,0,0,11,0.0,1
12,25,0,0,0,0,30,0.0,0
6,10,3,15,1,25,0,5.55,1
24,10,0,0,0,0,9,0.0,0
27,40,0,0,1,25,2,4.71,1
1,25,1,5,1,35,0,2.81,0
28,25,0,0,0,0,0,0.0,0
21,40,0,0,0,0,17,0.0,0
3,25,2,35,0,0,0,0.0,1
23,50,0,0,1,35,39,3.68,1
3,25,1,15,2,5,38,1.15,1
1,40,0,0,2,5,0,5.8,0
3,25,0,0,1,25,0,0.69,0
14,40,1,25,1,25,0,3.6,1
19,25,2,15,4,15,0,4.3,1
12,25,1,15,1,15,0,5.38,1
3,40,0,0,0,0,0,0.0,0
6,25,1,15,0,0,0,0.0,0
26,25,0,0,2,15,24,3.07,1
29,50,1,25,2,25,0,3.82,1
23,10,0,0,1,5,40,4.91,1
3,40,0,0,1,35,0,7.42,1
25,40,1,25,1,25,12,5.54,1
21,25,2,35,1,25,0,2.41,1
16,40,0,0,0,0,0,0.0,0
4,10,1,15,0,0,0,0.0,0
30,40,0,0,1,25,44,6.85,1
13,25,0,0,1,15,2,0.91,0
1,25,0,0,1,35,0,2.54,0
6,25,2,25,0,0,0,0.0,0
12,50,1,35,0,0,0,0.0,1
1,40,2,25,1,25,9,1.31,1
10,50,1,5,1,35,56,3.85,1
14,40,1,15,1,25,0,5.28,1
29,40,0,0,3,25,29,4.48,1
2,40,1,5,3,15,0,6.58,0
17,50,0,0,3,25,0,4.76,1
28,40,0,0,0,0,34,0.0,1
24,25,0,0,2,25,24,2.25,1
28,40,2,35,1,25,39,4.52,1
5,40,3,25,1,15,0,6.02,1
24,10,1,25,1,15,0,4.27,1
30,25,0,0,0,0,45,0.0,1
10,25,1,35,0,0,0,0.0,0
15,50,1,25,3,5,47,3.81,1
16,25,0,0,0,0,0,0.0,0
15,50,0,0,0,0,0,0.0,0
8,25,2,25,2,25,15,4.47,1
30,40,3,5,1,25,38,4.61,1
29,10,2,25,0,0,0,0.0,1
11,50,2,5,0,0,48,0.0,1
24,40,1,15,1,35,25,2.83,1
12,25,2,15,1,15,0,6.91,1
24,25,0,0,1,5,0,2.06,0
18,25,0,0,0,0,0,0.0,0
14,25,1,35,1,15,0,0.75,1
3,40,1,25,2,15,0,6.06,1
20,50,0,0,1,25,23,6.82,1
9,40,2,35,2,5,38,5.32,1
6,40,0,0,0,0,0,0.0,0
5,25,0,0,2,35,35,4.02,1
30,50,0,0,0,0,0,0.0,0
3,50,0,0,1,35,16,7.81,1
24,25,1,5,0,0,58,0.0,1
26,50,0,0,0,0,0,0.0,1
0,25,0,0,0,0,0,0.0,0
18,50,0,0,2,25,34,3.28,1
17,50,1,35,2,35,0,3.54,1
11,40,0,0,0,0,34,0.0,1
20,25,2,5,0,0,13,0.0,1
12,40,4,35,0,0,0,0.0,1
13,10,3,35,1,25,0,4.93,1
13,40,1,25,1,35,41,3.73,1
24,25,1,25,1,15,56,4.66,1
19,40,1,35,0,0,0,0.0,1
11,50,0,0,0,0,0,0.0,0
28,25,0,0,1,35,44,7.75,1
24,25,0,0,2,15,31,2.28,1
28,40,2,35,1,25,39,1.61,1
22,25,0,0,0,0,0,0.0,0
12,25,2,15,1,35,0,3.68,1
23,10,0,0,1,25,15,4.28,1
10,25,1,35,1,15,4,5.85,1
8,40,0,0,2,5,39,7.66,1
13,40,0,0,0,0,0,0.0,0
30,25,0,0,0,0,0,0.0,0
17,40,0,0,0,0,0,0.0,0
11,25,0,0,1,15,0,5.67,0
14,25,1,5,0,0,11,0.0,0
9,40,0,0,3,25,0,7.9,1
20,25,1,25,1,25,6,2.35,1
10,40,0,0,1,25,47,2.07,1
17,50,0,0,0,0,0,0.0,0
11,40,0,0,3,35,0,2.8,1
9,40,1,25,1,5,27,6.4,1
30,10,0,0,0,0,0,0.0,0
10,25,2,35,0,0,0,0.0,1
2,10,1,25,0,0,0,0.0,0
11,40,2,15,0,0,0,0.0,1
16,50,0,0,1,35,52,1.9,1
2,25,0,0,2,25,0,1.97,0
9,25,1,25,1,35,52,3.59,1
5,25,1,15,2,35,8,2.88,1
15,40,1,25,0,0,47,0.0,1
22,40,0,0,1,35,0,5.35,1
30,40,1,25,1,5,0,7.18,1
12,50,1,35,1,25,0,1.54,1
26,25,3,15,0,0,0,0.0,1
6,40,0,0,0,0,0,0.0,0
24,40,2,15,0,0,0,0.0,1
17,25,1,25,2,35,0,4.6,1
23,50,1,5,1,35,21,1.16,1
23,10,1,15,4,5,43,2.16,1
16,40,1,25,0,0,0,0.0,1
7,40,1,25,1,25,0,2.82,1
16,50,1,15,0,0,3,0.0,1
25,40,0,0,0,0,0,0.0,0
30,25,0,0,3,35,29,4.84,1
28,50,1,25,0,0,38,0.0,1
5,40,1,35,0,0,27,0.0,1
18,40,1,25,1,15,34,4.66,1
3,40,1,15,2,25,1,5.32,1
20,25,0,0,1,35,0,6.64,1
30,40,0,0,1,25,0,1.9,1
1,50,0,0,2,15,1,6.08,0
20,25,2,5,0,0,37,0.0,1
29,40,1,15,4,25,0,5.5,1
26,50,0,0,0,0,25,0.0,1
12,40,0,0,1,25,0,1.1,0
3,50,0,0,1,25,0,3.09,0
28,25,0,0,0,0,0,0.0,0
28,50,2,25,0,0,35,0.0,1
17,25,1,25,3,25,0,0.71,1
30,40,1,5,1,25,0,1.18,1
0,40,0,0,0,0,0,0.0,0
19,40,0,0,1,35,0,2.63,1
1,50,0,0,1,35,0,2.32,1
29,40,1,15,0,0,22,0.0,1
21,40,0,0,1,35,0,7.25,1
28,25,2,25,0,0,0,0.0,1
17,40,1,25,0,0,0,0.0,1
2,40,0,0,0,0,0,0.0,0
0,10,0,0,1,25,0,7.2,0
10,40,0,0,1,15,1,4.83,0
23,50,0,0,1,35,43,6.01,1
4,40,4,35,2,5,0,8.0,1
26,40,2,15,1,25,9,3.58,1
7,25,0,0,1,5,48,4.42,0
15,40,1,5,0,0,0,0.0,0
6,10,1,25,0,0,0,0.0,0
14,25,1,15,0,0,0,0.0,0
14,40,0,0,0,0,1,0.0,0
0,25,1,15,1,25,56,5.38,1
17,10,1,25,2,25,0,7.4,1
24,40,0,0,0,0,0,0.0,0
29,25,0,0,1,25,16,6.48,1
10,25,2,25,0,0,0,0.0,0
27,25,0,0,0,0,0,0.0,0
27,40,2,5,2,25,0,0.98,1
30,25,0,0,3,15,0,5.85,1
11,40,0,0,1,25,54,2.39,1
26,40,0,0,1,25,0,2.41,1
17,10,4,25,3,35,0,4.6,1
1,50,1,25,0,0,1,0.0,0
8,10,0,0,0,0,28,0.0,0
20,40,1,5,1,35,0,5.72,1
4,25,4,35,0,0,0,0.0,1
13,40,0,0,1,35,0,1.69,1
24,25,2,15,0,0,26,0.0,1
4,50,0,0,2,15,10,2.86,1
15,25,0,0,0,0,0,0.0,0
6,40,0,0,2,15,29,5.87,1
16,25,3,35,2,25,13,1.64,1
7,10,1,35,0,0,0,0.0,0
29,25,0,0,1,25,0,6.87,1
2,40,0,0,0,0,0,0.0,0
29,40,1,25,0,0,27,0.0,1
24,50,0,0,1,35,0,3.92,1
26,40,2,15,2,35,0,4.89,1
26,50,0,0,2,25,0,1.1,1
5,25,3,35,3,25,23,7.66,1
28,40,2,25,2,35,0,7.31,1
18,40,0,0,0,0,0,0.0,0
29,40,1,15,1,15,12,1.93,1
27,50,2,25,0,0,48,0.0,1
17,40,1,25,0,0,32,0.0,1
11,50,3,35,2,35,0,5.47,1
3,40,2,35,0,0,51,0.0,1
3,10,1,35,0,0,0,0.0,0
12,40,1,35,0,0,49,0.0,1
25,40,0,0,1,35,0,6.45,1
15,50,3,25,1,15,0,1.41,1
14,50,0,0,0,0,0,0.0,0
7,10,1,25,1,35,0,4.83,1
17,10,2,35,0,0,0,0.0,1
19,10,0,0,0,0,0,0.0,0
30,40,0,0,1,35,0,6.88,1
22,10,2,35,3,35,0,4.3,1
18,40,0,0,2,15,0,7.43,1
28,40,0,0,2,15,0,0.86,1
13,50,0,0,1,25,16,7.39,1
28,25,2,35,1,15,0,7.83,1
11,40,1,35,0,0,0,0.0,1
3,10,0,0,0,0,0,0.0,0
12,50,1,25,0,0,0,0.0,1
3,25,1,15,0,0,0,0.0,0
3,10,1,35,0,0,0,0.0,0
27,25,1,5,1,15,18,1.67,1
24,50,1,15,2,25,0,3.73,1
6,10,1,25,1,5,58,5.16,1
25,40,2,25,0,0,19,0.0,1
2,40,1,25,1,35,0,7.2,1
8,40,1,15,1,25,6,1.7,1
21,25,0,0,1,5,33,3.01,1
9,10,1,15,2,25,59,6.48,1
22,25,1,15,2,5,0,3.58,1
27,25,0,0,0,0,0,0.0,0
2,40,0,0,1,5,0,5.04,0
0,25,1,25,0,0,15,0.0,0
29,25,0,0,1,25,39,4.7,1
16,10,0,0,0,0,21,0.0,0
15,40,1,5,1,25,24,7.8,1
14,25,1,25,1,25,28,1.56,1
13,40,1,15,0,0,9,0.0,1
21,10,0,0,2,25,0,7.61,0
17,50,0,0,3,25,0,4.73,1
5,40,0,0,0,0,24,0.0,0
19,25,1,25,2,25,0,7.28,1
20,10,1,25,0,0,17,0.0,1
3,25,0,0,1,25,0,1.38,0
11,25,2,25,0,0,0,0.0,1
24,25,1,35,1,35,0,5.31,1
19,50,0,0,1,25,0,6.8,1
4,40,2,15,2,15,50,6.4,1
1,25,2,25,1,25,0,0.57,1
18,40,0,0,0,0,0,0.0,0
14,25,0,0,2,35,0,3.89,1
29,50,0,0,1,5,0,1.37,1
16,10,1,25,0,0,0,0.0,0
28,40,1,5,0,0,0,0.0,1
6,40,2,35,2,25,0,1.65,1
13,10,2,35,0,0,14,0.0,1
4,25,2,25,0,0,51,0.0,1
17,25,0,0,1,35,0,5.8,1
5,50,1,35,1,15,0,7.67,1
15,40,0,0,1,35,2,5.26,1
10,40,0,0,1,25,25,1.27,1
5,40,1,25,1,35,0,2.33,1
3,50,2,25,1,35,0,3.34,1
15,40,2,15,0,0,0,0.0,1
29,40,0,0,1,35,17,1.44,1
6,40,0,0,1,25,27,6.86,1
12,25,2,5,0,0,0,0.0,0
6,50,0,0,1,35,47,1.96,1
25,10,2,15,0,0,0,0.0,1
12,25,3,25,1,15,0,1.47,1
30,50,1,25,1,15,58,5.94,1
7,25,1,15,2,35,0,1.45,1
2,10,1,25,1,25,44,3.58,1
18,25,0,0,1,35,0,4.37,1
20,40,2,15,5,5,0,1.1,1
30,50,0,0,2,15,0,4.67,1
27,10,0,0,0,0,0,0.0,0
27,10,3,25,1,15,31,4.1,1
19,40,1,15,2,25,0,5.51,1
11,50,1,25,0,0,31,0.0,1
13,25,0,0,1,5,0,2.14,0
4,50,1,25,2,25,60,3.17,1
13,50,2,35,0,0,0,0.0,1
11,25,0,0,1,35,60,5.45,1
1,50,2,5,3,35,46,0.77,1
6,40,0,0,0,0,10,0.0,0
16,40,1,25,2,35,16,1.37,1
11,25,1,35,1,15,17,2.63,1
30,50,0,0,0,0,14,0.0,1
14,40,1,5,3,25,0,1.3,1
29,40,0,0,2,25,0,0.8,1
20,50,2,25,1,5,59,7.91,1
1,40,0,0,0,0,0,0.0,0
6,50,1,5,2,25,0,3.92,1
21,50,1,15,0,0,10,0.0,1
16,25,0,0,1,35,52,4.5,1
9,10,0,0,0,0,0,0.0,0
16,25,1,25,0,0,0,0.0,0
27,50,2,15,1,5,0,2.41,1
12,25,0,0,1,35,0,0.56,0
1,40,0,0,1,15,0,6.13,0
9,10,0,0,1,15,0,5.93,0
